Restaurants_Name,photos_count,stars,review_count,distance_km,address,hours,attributes,categories,euros,main_category
Habana,32.0,3.5,58.0,5.595186981820753,Grünberger Str. 5710245 Berlin,"{'Monday': '9:00 AM - 2:00 AM (Next day)', 'Tuesday': '9:00 AM - 2:00 AM (Next day)', 'Wednesday': '9:00 AM - 2:00 AM (Next day)', 'Thursday': '9:00 AM - 2:00 AM (Next day)', 'Friday': '9:00 AM - 4:00 AM (Next day)', 'Saturday': '9:00 AM - 4:00 AM (Next day)', 'Sunday': '9:00 AM - 1:30 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards","Mexican,Cocktail Bars,Pizza",9,Restaurant
LaPaz,36.0,3.5,32.0,5.490755022483743,Florastr. 1413187 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 1:00 AM (Next day)', 'Saturday': '12:00 PM - 1:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Mexican,Cocktail Bars,Tapas Bars",2,Restaurant
Tulum,51.0,3.5,55.0,5.631040915306902,Am Volkspark 8510715 Berlin,{},"Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Mexican,Cocktail Bars",2,Restaurant
ArribaMexico,14.0,2.5,22.0,11.64095027435603,Pichelsdorfer Str. 9813595 Berlin,"{'Monday': '11:30 AM - 11:00 PM', 'Tuesday': '11:30 AM - 11:00 PM', 'Wednesday': '11:30 AM - 11:00 PM', 'Thursday': '11:30 AM - 11:00 PM', 'Friday': '11:30 AM - 12:00 AM (Next day)', 'Saturday': '11:30 AM - 12:00 AM (Next day)', 'Sunday': '11:30 AM - 11:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards",Mexican,2,Restaurant
ElBurito,,1.0,1.0,5.062372496399509,Hasenheide 1210967 Berlin,{},,Mexican,9,Restaurant
Paella,4.0,3.0,23.0,6.156386370084098,Wundtstr. 7214057 Berlin,"{'Monday': '11:00 AM - 12:00 AM (Next day)', 'Tuesday': '11:00 AM - 12:00 AM (Next day)', 'Wednesday': '11:00 AM - 12:00 AM (Next day)', 'Thursday': '11:00 AM - 12:00 AM (Next day)', 'Friday': '11:00 AM - 12:00 AM (Next day)', 'Saturday': '11:00 AM - 12:00 AM (Next day)', 'Sunday': '10:00 AM - 12:00 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards","Mexican,Spanish",9,Restaurant
PlazaDeToros,5.0,2.0,12.0,6.087687326272347,Storkower Str. 16010407 Berlin,{},"Accepts Debit Cards,Outdoor Seating,Good for Groups,Free Wi-Fi","Cafes,Mexican,Cocktail Bars",9,Restaurant
RestaurantCentenario,,1.0,1.0,3.9704251728950433,Pappelallee 5610437 Berlin,"{'Monday': '9:30 AM - 12:00 AM (Next day)', 'Tuesday': '9:30 AM - 12:00 AM (Next day)', 'Wednesday': '9:30 AM - 12:00 AM (Next day)', 'Thursday': '9:30 AM - 12:00 AM (Next day)', 'Friday': '9:30 AM - 12:00 AM (Next day)', 'Saturday': '9:30 AM - 12:00 AM (Next day)', 'Sunday': '9:30 AM - 12:00 AM (Next day)'}",TV,Mexican,9,Restaurant
LoradoSteakhausMirabell,18.0,4.5,12.0,24.057400081436093,Rudolf-Breitscheid-Str. 6214482 Potsdam,"{'Monday': 'Closed', 'Tuesday': '4:00 PM - 12:00 AM (Next day)', 'Wednesday': '4:00 PM - 12:00 AM (Next day)', 'Thursday': '4:00 PM - 12:00 AM (Next day)', 'Friday': '4:00 PM - 12:00 AM (Next day)', 'Saturday': '4:00 PM - 12:00 AM (Next day)', 'Sunday': '4:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Argentine,Mexican,Mediterranean",9,Restaurant
DosPescados,11.0,3.0,5.0,6.624972534435943,Friedrich-Wilhelm-Platz 1412161 Berlin,{},"Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Mexican,9,Restaurant
Bocadito,9.0,3.5,31.0,12.900783760999625,Donnersmarckallee 913465 Berlin,"{'Monday': '5:00 PM - 12:00 AM (Next day)', 'Tuesday': '5:00 PM - 12:00 AM (Next day)', 'Wednesday': '5:00 PM - 12:00 AM (Next day)', 'Thursday': '5:00 PM - 12:00 AM (Next day)', 'Friday': '5:00 PM - 12:00 AM (Next day)', 'Saturday': '5:00 PM - 12:00 AM (Next day)', 'Sunday': '5:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Mexican,9,Restaurant
ElBuenGusto,12.0,3.0,1.0,10.606280837737913,Kiefholzstr. 19112437 Berlin,"{'Monday': '11:30 AM - 11:00 PM', 'Tuesday': '11:30 AM - 11:00 PM', 'Wednesday': '11:30 AM - 11:00 PM', 'Thursday': '11:30 AM - 11:00 PM', 'Friday': '11:30 AM - 11:00 PM', 'Saturday': '11:30 AM - 11:00 PM', 'Sunday': '11:30 AM - 11:00 PM'}",,"Mexican,Steakhouses,Cocktail Bars",9,Restaurant
Acapulco,20.0,3.0,38.0,4.219450605706774,Karl-Marx-Allee 11510243 Berlin,"{'Monday': '4:00 PM - 12:00 AM (Next day)', 'Tuesday': '4:00 PM - 12:00 AM (Next day)', 'Wednesday': '4:00 PM - 12:00 AM (Next day)', 'Thursday': '4:00 PM - 12:00 AM (Next day)', 'Friday': '4:00 PM - 12:00 AM (Next day)', 'Saturday': '11:00 AM - 12:00 AM (Next day)', 'Sunday': '11:00 AM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Mexican,Cocktail Bars",9,Restaurant
Cuernavaca,4.0,3.5,7.0,14.25841185370111,Lichtenrader Damm 9312305 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,Outdoor Seating,Casual","Steakhouses,Mexican",9,Restaurant
Mendoza,17.0,3.5,24.0,23.73543816764705,Kopernikusstr. 1914482 Potsdam,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Outdoor Seating","Steakhouses,Argentine,Mexican",9,Restaurant
RanchoGrande,6.0,3.0,50.0,7.205010066343715,Neue Bahnhofstr. 3210245 Berlin,{},"Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards","American (Traditional),Mexican",9,Restaurant
GrillhausPapaAsadaOranienburg,5.0,3.5,9.0,27.597722938002434,An der Landstr. 7316515 Oranienburg,"{'Monday': '11:30 AM - 11:00 PM', 'Tuesday': '11:30 AM - 11:00 PM', 'Wednesday': '11:30 AM - 11:00 PM', 'Thursday': '11:30 AM - 11:00 PM', 'Friday': '11:30 AM - 11:00 PM', 'Saturday': '11:30 AM - 11:00 PM', 'Sunday': '11:30 AM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Argentine,Steakhouses,Mexican",9,Restaurant
ElTampico,,3.5,2.0,15.209061949356286,Karl-Marx-Str. 2014532 Kleinmachnow,{},Many Vegetarian Options,Mexican,9,Restaurant
Aventuras,35.0,3.0,28.0,,Holzhauser Str. 59Ecke Conradstr.13509 Berlin,"{'Monday': '11:00 AM - 11:00 PM', 'Tuesday': '11:00 AM - 11:00 PM', 'Wednesday': '11:00 AM - 11:00 PM', 'Thursday': '11:00 AM - 11:00 PM', 'Friday': '11:00 AM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Many Vegetarian Options","Lounges,Mexican,Cocktail Bars",9,Restaurant
ElGaucho,13.0,3.0,18.0,27.87317813227953,Prenzlauer Chaussee 14416348 Wandlitz,"{'Monday': '11:00 AM - 11:00 PM', 'Tuesday': '11:00 AM - 11:00 PM', 'Wednesday': '11:00 AM - 11:00 PM', 'Thursday': '11:00 AM - 11:00 PM', 'Friday': '11:00 AM - 11:00 PM', 'Saturday': '11:00 AM - 11:00 PM', 'Sunday': '11:00 AM - 11:00 PM'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards","Steakhouses,Mexican",9,Restaurant
MatadorRestaurantCocktailbar,6.0,3.0,22.0,7.1920100081150995,Neue Bahnhofstr. 33-3410245 Berlin,{},"Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating",Mexican,9,Restaurant
SteakhausBarbecue,29.0,3.5,12.0,16.563213403071753,Hönower Str. 18912623 Berlin,"{'Monday': '11:30 AM - 11:00 PM', 'Tuesday': '11:30 AM - 11:00 PM', 'Wednesday': '11:30 AM - 11:00 PM', 'Thursday': '11:30 AM - 11:00 PM', 'Friday': '11:30 AM - 11:00 PM', 'Saturday': '11:30 AM - 11:00 PM', 'Sunday': '11:30 AM - 11:00 PM'}","Takes Reservations,Offers Delivery,No Takeout,Outdoor Seating","Steakhouses,BBQ & Barbecue,Mexican",9,Restaurant
CafeRestaurantMayas,,3.0,2.0,23.78632316693568,Grünauer Str. 5115732 Eichwalde,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Moderate Noise","Cocktail Bars,Mexican",9,Restaurant
Plancha,26.0,3.0,18.0,11.619452006115228,Seegefelder Str. 8213583 Berlin,"{'Monday': '3:00 PM - 12:00 AM (Next day)', 'Tuesday': '3:00 PM - 12:00 AM (Next day)', 'Wednesday': '3:00 PM - 12:00 AM (Next day)', 'Thursday': '3:00 PM - 12:00 AM (Next day)', 'Friday': '3:00 PM - 12:00 AM (Next day)', 'Saturday': '11:30 AM - 12:00 AM (Next day)', 'Sunday': '11:30 AM - 12:00 AM (Next day)'}","Offers Takeout,No Delivery,Accepts Debit Cards,Casual Dress","Italian,Steakhouses,Mexican",9,Restaurant
PointooMexikanischeSpezialitten,,1.0,1.0,,Heideweg 112487 Berlin,"{'Monday': '4:00 PM - 10:30 PM', 'Tuesday': '4:00 PM - 10:30 PM', 'Wednesday': '4:00 PM - 10:30 PM', 'Thursday': '4:00 PM - 10:30 PM', 'Friday': '4:00 PM - 10:30 PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}",,Mexican,9,Restaurant
SteakhausTorero,9.0,3.5,30.0,12.930860403673444,Neuköllner Str. 25112357 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Outdoor Seating","Steakhouses,Pizza,Mexican",9,Restaurant
Chidoba,,2.5,2.0,,Prerower Platz 113051 Berlin,"{'Monday': '9:30 AM - 8:00 PM', 'Tuesday': '9:30 AM - 8:00 PM', 'Wednesday': '9:30 AM - 8:00 PM', 'Thursday': '9:30 AM - 8:00 PM', 'Friday': '9:30 AM - 8:00 PM', 'Saturday': '9:30 AM - 8:00 PM', 'Sunday': 'Closed'}","Offers Takeout,No Reservations,No Delivery,Moderate Noise","Takeaway & Fast Food,BBQ & Barbecue,Mexican",1,Restaurant
LaFocaccia,17.0,4.0,5.0,,Kleine Präsidentenstr. 110178 Berlin,{},"Takes Reservations,Offers Takeout,Many Vegetarian Options,Good for Groups",Italian,9,Restaurant
OsteriaCaruso,94.0,4.0,63.0,2.5398015253641715,Köthener Str. 3810963 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '3:00 PM - 12:00 AM (Next day)', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options",Italian,9,Restaurant
SaporiItaliani,12.0,4.5,3.0,3.0406261200740663,Alexanderplatz 910178 Berlin,{},"Takes Reservations,Offers Takeout,No Delivery,Good for Groups",Italian,9,Restaurant
BabboBar,25.0,4.5,11.0,6.189330843792326,Donaustr. 10312043 Berlin,"{'Monday': '6:00 PM - 12:00 AM (Next day)', 'Tuesday': '6:00 PM - 12:00 AM (Next day)', 'Wednesday': '6:00 PM - 12:00 AM (Next day)', 'Thursday': '6:00 PM - 12:00 AM (Next day)', 'Friday': '6:00 PM - 12:00 AM (Next day)', 'Saturday': '6:00 PM - 12:00 AM (Next day)', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options","Italian,Wine Bars",2,Restaurant
Sorriso,35.0,4.0,36.0,2.8193820882121,Kurfürstenstr. 7610787 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '5:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Italian,3,Restaurant
DaLucia,24.0,5.0,15.0,3.401146198848618,Welserstr. 2510777 Berlin,{},"Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options",Italian,9,Restaurant
Sagrantino,7.0,5.0,2.0,1.986730591433398,Linienstr. 13610115 Berlin,"{'Monday': '11:30 AM - 12:00 AM (Next day)', 'Tuesday': '11:30 AM - 12:00 AM (Next day)', 'Wednesday': '11:30 AM - 12:00 AM (Next day)', 'Thursday': '11:30 AM - 12:00 AM (Next day)', 'Friday': '11:30 AM - 12:00 AM (Next day)', 'Saturday': '5:00 PM - 12:00 AM (Next day)', 'Sunday': 'Closed'}",,Italian,9,Restaurant
TrattoriaFelice,164.0,4.0,117.0,4.107128390422846,Lychener Str. 4110437 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Modern European,Italian",2,Restaurant
daPiada,15.0,4.0,33.0,,Auguststr. 49 a10119 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating",Italian,1,Restaurant
MuretLaBarba,51.0,4.0,72.0,2.2721705309403064,Rosenthaler Str. 6110119 Berlin,"{'Monday': '10:00 AM - 12:00 AM (Next day)', 'Tuesday': '10:00 AM - 12:00 AM (Next day)', 'Wednesday': '10:00 AM - 12:00 AM (Next day)', 'Thursday': '10:00 AM - 12:00 AM (Next day)', 'Friday': '10:00 AM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': 'Closed'}","Takes Reservations,By Appointment Only,No Delivery,No Takeout","Italian,Wine Bars",2,Restaurant
BoccadiBacco,43.0,3.5,124.0,2.3694731094876937,Friedrichstr. 167/16810117 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '6:00 PM - 12:00 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards",Italian,9,Restaurant
IlVicolo,6.0,5.0,1.0,4.107128390422846,Lychener Str. 2410437 Berlin,{},,Italian,9,Restaurant
Poveracci,21.0,4.5,23.0,1.2246114974226576,Torstr. 176/17810115 Berlin,"{'Monday': 'Closed', 'Tuesday': '5:00 PM - 1:00 AM (Next day)', 'Wednesday': '5:00 PM - 1:00 AM (Next day)', 'Thursday': '5:00 PM - 1:00 AM (Next day)', 'Friday': '5:00 PM - 1:00 AM (Next day)', 'Saturday': '5:00 PM - 1:00 AM (Next day)', 'Sunday': '5:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating",Italian,2,Restaurant
PastaVino,12.0,5.0,6.0,4.048146487645351,Stargarder Str. 7210437 Berlin,{},"Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating",Italian,9,Restaurant
Focaccia,38.0,5.0,42.0,1.8937993780952656,Alt-Moabit 5110555 Berlin,"{'Monday': '12:00 PM - 6:00 PM', 'Tuesday': '12:00 PM - 6:00 PM', 'Wednesday': '12:00 PM - 6:00 PM', 'Thursday': '12:00 PM - 6:00 PM', 'Friday': '12:00 PM - 6:00 PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}","Offers Takeout,No Reservations,No Delivery,Outdoor Seating","Italian,Pizza",9,Restaurant
OlioSalePepe,91.0,4.5,41.0,3.97016090475479,Willmanndamm 1510827 Berlin,"{'Monday': '11:30 AM - 11:00 PM', 'Tuesday': '11:30 AM - 11:00 PM', 'Wednesday': '11:30 AM - 11:00 PM', 'Thursday': '11:30 AM - 11:00 PM', 'Friday': '11:30 AM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards","Italian,Pizza",1,Restaurant
MartinelloTrattoria,,4.0,28.0,4.359024742457426,Reichenbergerstr. 7310999 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '3:00 PM - 11:00 PM', 'Sunday': '3:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Italian,Pizza",2,Restaurant
Escendo,19.0,4.5,24.0,3.093300630310551,Gleimstr. 2110437 Berlin,{},"Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Italian,Pizza",9,Restaurant
RistoranteLAngolodelGusto,,5.0,3.0,4.107128390422846,Lychener Str. 4110437 Berlin,{},"No Delivery,No Takeout,Accepts Debit Cards,No Outdoor Seating",Italian,9,Restaurant
Vinoecucina,4.0,5.0,5.0,4.061185406125579,Kreuzbergstr. 7710965 Berlin,{},"Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating",Italian,9,Restaurant
LoSpazio,40.0,4.0,45.0,4.061185406125579,Kreuzbergstr. 1510965 Berlin,"{'Monday': '8:00 AM - 8:00 PM', 'Tuesday': '8:00 AM - 8:00 PM', 'Wednesday': '8:00 AM - 8:00 PM', 'Thursday': '8:00 AM - 8:00 PM', 'Friday': '8:00 AM - 8:00 PM', 'Saturday': '9:00 AM - 8:00 PM', 'Sunday': '9:00 AM - 8:00 PM'}","No Reservations,No Delivery,No Takeout,Outdoor Seating","Cafes,Italian",9,Restaurant
TraDiNoi,27.0,4.5,26.0,,Lützowplatz 510785 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '5:00 PM - 12:00 AM (Next day)', 'Sunday': '5:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Italian,2,Restaurant
TrattoriaToscana,4.0,4.0,8.0,4.787585606242384,Badensche Str. 3310715 Berlin,"{'Monday': '12:00 PM - 2:00 AM (Next day)', 'Tuesday': '12:00 PM - 2:00 AM (Next day)', 'Wednesday': '12:00 PM - 2:00 AM (Next day)', 'Thursday': '12:00 PM - 2:00 AM (Next day)', 'Friday': '12:00 PM - 2:00 AM (Next day)', 'Saturday': '12:00 PM - 2:00 AM (Next day)', 'Sunday': '12:00 PM - 2:00 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards",Italian,9,Restaurant
Centopassi,10.0,5.0,10.0,6.434632627567332,Krossener Str. 3610245 Berlin,"{'Monday': '5:00 PM - 1:00 AM (Next day)', 'Tuesday': '5:00 PM - 1:00 AM (Next day)', 'Wednesday': '5:00 PM - 1:00 AM (Next day)', 'Thursday': '5:00 PM - 1:00 AM (Next day)', 'Friday': '5:00 PM - 2:30 AM (Next day)', 'Saturday': '5:00 PM - 2:30 AM (Next day)', 'Sunday': 'Closed'}","No Delivery,Outdoor Seating,Moderate Noise,Casual Dress","Wine Bars,Italian",1,Restaurant
OsteriadellArte,34.0,4.5,59.0,2.137677578364693,Bochumer Str. 2610555 Berlin,"{'Monday': '5:00 PM - 11:30 PM', 'Tuesday': '5:00 PM - 11:30 PM', 'Wednesday': '5:00 PM - 11:30 PM', 'Thursday': '5:00 PM - 11:30 PM', 'Friday': '5:00 PM - 11:30 PM', 'Saturday': '5:00 PM - 11:30 PM', 'Sunday': '5:00 PM - 11:30 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Italian,9,Restaurant
DueFratelliTrattoriaPizzeria,33.0,3.0,25.0,1.2126037491059458,Chausseestr. 13110115 Berlin,{},"Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Italian,Pizza",9,Restaurant
Petrarca,18.0,4.5,9.0,1.3541240708241467,Novalisstr. 810115 Berlin,"{'Monday': '10:00 AM - 10:00 PM', 'Tuesday': '10:00 AM - 10:00 PM', 'Wednesday': '10:00 AM - 10:00 PM', 'Thursday': '10:00 AM - 10:00 PM', 'Friday': '10:00 AM - 10:00 PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating",Italian,2,Restaurant
InCibus,13.0,4.5,3.0,4.175534621024265,Monumentenstr. 2610965 Berlin,{},,Italian,9,Restaurant
PaneVinoeCaff,,5.0,1.0,2.7884745578566603,Rosa-Luxemburg-Str. 1910178 Berlin,{},,Italian,9,Restaurant
OsteriaCentrale,9.0,4.5,19.0,4.046315007962773,Bleibtreustr. 5110623 Berlin,{},"Takes Reservations,No Delivery,No Takeout,Outdoor Seating",Italian,9,Restaurant
RestaurantSchuberts,6.0,5.0,1.0,3.1533119128452056,Wörtherstr. 3310405 Berlin,"{'Monday': 'Closed', 'Tuesday': '5:00 PM - 11:00 PM', 'Wednesday': '5:00 PM - 11:00 PM', 'Thursday': '5:00 PM - 11:00 PM', 'Friday': '5:00 PM - 11:00 PM', 'Saturday': '5:00 PM - 11:00 PM', 'Sunday': '5:00 PM - 11:00 PM'}",,"Italian,Mediterranean",9,Restaurant
CavallinoRosso,23.0,4.5,22.0,,Hannoversche Str. 210115 Berlin,"{'Monday': '12:00 PM - 3:00 PM', 'Tuesday': '12:00 PM - 3:00 PM', 'Wednesday': '12:00 PM - 3:00 PM', 'Thursday': '12:00 PM - 3:00 PM', 'Friday': '12:00 PM - 3:00 PM', 'Saturday': '5:30 PM - 11:30 PM', 'Sunday': 'Closed'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards",Italian,3,Restaurant
VinoeBasilico,33.0,4.0,18.0,1.6012467837928932,Tucholskystr. 18/2010117 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '6:00 PM - 12:00 AM (Next day)', 'Sunday': '6:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Italian,Wine Bars,Cafes",3,Restaurant
OsteriaFiorello,20.0,4.0,37.0,3.577821641616862,Husemannstr. 1010435 Berlin,"{'Monday': 'Closed', 'Tuesday': '4:00 PM - 1:00 AM (Next day)', 'Wednesday': '4:00 PM - 1:00 AM (Next day)', 'Thursday': '4:00 PM - 1:00 AM (Next day)', 'Friday': '4:00 PM - 1:00 AM (Next day)', 'Saturday': '4:00 PM - 1:00 AM (Next day)', 'Sunday': '4:00 PM - 1:00 AM (Next day)'}","Takes Reservations,Offers Delivery,Offers Takeout,Outdoor Seating",Italian,2,Restaurant
LaPremiataDitta,11.0,4.0,7.0,2.365596468007627,Weinbergsweg 410119 Berlin,"{'Monday': '11:00 AM - 12:00 AM (Next day)', 'Tuesday': '11:00 AM - 12:00 AM (Next day)', 'Wednesday': '11:00 AM - 12:00 AM (Next day)', 'Thursday': '11:00 AM - 12:00 AM (Next day)', 'Friday': '11:00 AM - 12:00 AM (Next day)', 'Saturday': '11:00 AM - 12:00 AM (Next day)', 'Sunday': '1:00 PM - 10:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Casual Dress","Italian,Wine Bars",9,Restaurant
VizioItaliano,,5.0,1.0,1.512768716541748,Friedrichstr. 11410117 Berlin,{},"Takes Reservations,Offers Delivery,Offers Takeout,Casual Dress",Italian,9,Restaurant
BoccadelBuonGusto,20.0,4.0,21.0,0.10667514284281335,Invalidenstr. 15110115 Berlin,"{'Monday': '4:00 PM - 12:00 AM (Next day)', 'Tuesday': '9:00 AM - 12:00 AM (Next day)', 'Wednesday': '4:00 PM - 12:00 AM (Next day)', 'Thursday': '4:00 PM - 12:00 AM (Next day)', 'Friday': '4:00 PM - 12:00 AM (Next day)', 'Saturday': '4:00 PM - 12:00 AM (Next day)', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Italian,Pizza",2,Restaurant
